"","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"2359",89,"Monday Jul 9 (2)","boxscore","PHI","@","NYM","W",3,1,NA,"50-39",1,"Tied","Nola","Oswalt","Arano","2:41","N",24139,"+",NA
"2360",90,"Tuesday Jul 10","boxscore","PHI","@","NYM","W",7,3,NA,"51-39",1,"up 1.0","De Los Santos","Gagnon","","2:50","N",22416,"++",NA
"2361",91,"Wednesday Jul 11","boxscore","PHI","@","NYM","L-wo",0,3,10,"51-40",1,"Tied","Gsellman","Leiter","","3:07","N",22137,"-",NA
"2362",92,"Thursday Jul 12","boxscore","PHI","@","BAL","W",5,4,NA,"52-40",1,"up 0.5","Pivetta","Gausman","Dominguez","3:04","N",20100,"+",NA
"2363",93,"Friday Jul 13","boxscore","PHI","@","MIA","W",2,0,NA,"53-40",1,"up 1.5","Arrieta","Chen","Neshek","2:34","N",8090,"++",NA
"2364",94,"Saturday Jul 14","boxscore","PHI","@","MIA","L",0,2,NA,"53-41",1,"up 1.5","Richards","Nola","Barraclough","3:00","D",14793,"-",NA
"2365",95,"Sunday Jul 15","boxscore","PHI","@","MIA","L",5,10,NA,"53-42",1,"up 0.5","Hernandez","Ramos","","2:58","D",8829,"--",NA
"2366",96,"Friday Jul 20","boxscore","PHI","","SDP","W",11,5,NA,"54-42",1,"up 0.5","Davis","Richard","","3:15","N",30034,"+",NA
"2367",97,"Sunday Jul 22 (1)","boxscore","PHI","","SDP","L",2,10,NA,"54-43",1,"up 1.0","Ross","Pivetta","","3:10","D",29392,"-",NA
"2368",98,"Sunday Jul 22 (2)","boxscore","PHI","","SDP","W",5,0,NA,"55-43",1,"up 1.0","Velasquez","Perdomo","","2:41","N",25054,"+",NA
"2369",99,"Monday Jul 23","boxscore","PHI","","LAD","L",6,7,NA,"55-44",1,"Tied","Alexander","Dominguez","Jansen","3:43","N",33753,"-",NA
"2370",100,"Tuesday Jul 24","boxscore","PHI","","LAD","W-wo",7,4,16,"56-44",1,"up 1.0","Velasquez","Hernandez","","5:55","N",35028,"+",NA
"2371",101,"Wednesday Jul 25","boxscore","PHI","","LAD","W",7,3,NA,"57-44",1,"up 1.5","Arrieta","Buehler","Dominguez","2:58","D",35659,"++",NA
"2372",102,"Thursday Jul 26","boxscore","PHI","@","CIN","W",9,4,NA,"58-44",1,"up 2.5","Suarez","Lorenzen","","3:24","N",17031,"+++",NA
"2373",103,"Friday Jul 27","boxscore","PHI","@","CIN","L",4,6,NA,"58-45",1,"up 2.5","Hernandez","Pivetta","Iglesias","3:10","N",24776,"-",NA
"2374",104,"Saturday Jul 28","boxscore","PHI","@","CIN","L",2,6,NA,"58-46",1,"up 2.5","Peralta","Hunter","Hughes","3:14","N",35249,"--",NA
"2375",105,"Sunday Jul 29","boxscore","PHI","@","CIN","L",0,4,NA,"58-47",1,"up 1.5","Castillo","Eflin","Iglesias","2:48","D",21649,"---",NA
"2376",106,"Monday Jul 30","boxscore","PHI","@","BOS","L-wo",1,2,13,"58-48",1,"up 0.5","Velazquez","Davis","","4:03","N",37722,"----",NA
"2377",107,"Tuesday Jul 31","boxscore","PHI","@","BOS","W",3,1,NA,"59-48",1,"up 0.5","Arrieta","Pomeranz","Dominguez","3:13","N",37816,"+",NA
"2378",108,"Thursday Aug 2","boxscore","PHI","","MIA","W-wo",5,2,NA,"60-48",1,"up 0.5","Hunter","Barraclough","","2:37","N",26050,"++",NA
"2379",109,"Friday Aug 3","boxscore","PHI","","MIA","W",5,1,NA,"61-48",1,"up 0.5","Velasquez","Richards","Dominguez","3:10","N",33737,"+++",NA
"2380",110,"Saturday Aug 4","boxscore","PHI","","MIA","W",8,3,NA,"62-48",1,"up 1.5","Eflin","Urena","","2:20","N",35194,"++++",NA
"2381",111,"Sunday Aug 5","boxscore","PHI","","MIA","W",5,3,NA,"63-48",1,"up 1.5","Neshek","Steckenrider","Hunter","3:15","D",42343,"+++++",NA
"2382",112,"Monday Aug 6","boxscore","PHI","@","ARI","L-wo",2,3,14,"63-49",1,"up 1.0","Hirano","Davis","","4:38","N",21131,"-",NA
"2383",113,"Tuesday Aug 7","boxscore","PHI","@","ARI","W",5,2,NA,"64-49",1,"up 1.5","Pivetta","Greinke","Neshek","3:08","N",22382,"+",NA
"2384",114,"Wednesday Aug 8","boxscore","PHI","@","ARI","L",0,6,NA,"64-50",1,"up 0.5","Corbin","Velasquez","","2:58","D",23384,"-",NA
"2385",115,"Friday Aug 10","boxscore","PHI","@","SDP","L",0,2,NA,"64-51",1,"Tied","Nix","Eflin","Yates","2:34","N",26306,"--",NA
"2386",116,"Saturday Aug 11","boxscore","PHI","@","SDP","W",5,1,NA,"65-51",1,"up 1.0","Nola","Lockett","","3:12","N",35098,"+",NA
"2387",117,"Sunday Aug 12","boxscore","PHI","@","SDP","L",3,9,NA,"65-52",1,"Tied","Lucchesi","Arrieta","","3:20","D",26930,"-",NA
"2388",118,"Tuesday Aug 14","boxscore","PHI","","BOS","L",1,2,NA,"65-53",2,"2.0","Porcello","Hunter","Kimbrel","2:40","N",33081,"--",NA
"2389",119,"Wednesday Aug 15","boxscore","PHI","","BOS","W",7,4,NA,"66-53",2,"2.0","Hunter","Kelly","Dominguez","3:27","N",35266,"+",NA
"2390",120,"Thursday Aug 16 (1)","boxscore","PHI","","NYM","L",4,24,NA,"66-54",2,"1.5","Oswalt","Suarez","","3:01","N",NA,"-",NA
"2391",121,"Thursday Aug 16 (2)","boxscore","PHI","","NYM","W",9,6,NA,"67-54",2,"1.5","Eflin","Matz","Dominguez","3:03","N",33049,"+",NA
"2392",122,"Friday Aug 17","boxscore","PHI","","NYM","W",4,2,NA,"68-54",2,"0.5","Nola","Syndergaard","Neshek","3:21","N",40460,"++",NA
"2393",123,"Saturday Aug 18","boxscore","PHI","","NYM","L",1,3,NA,"68-55",2,"0.5","deGrom","Arrieta","","2:31","D",35158,"-",NA
"2394",124,"Sunday Aug 19","boxscore","PHI","","NYM","L",2,8,NA,"68-56",2,"0.5","Vargas","Pivetta","","3:11","N",2429,"--",NA
"2395",125,"Tuesday Aug 21","boxscore","PHI","@","WSN","L",4,10,NA,"68-57",2,"2.0","Cordero","Arano","","3:16","N",24080,"---",NA
"2396",126,"Wednesday Aug 22","boxscore","PHI","@","WSN","L-wo",7,8,NA,"68-58",2,"3.0","Grace","Dominguez","","3:45","N",31855,"----",NA
"2397",127,"Thursday Aug 23","boxscore","PHI","@","WSN","W",2,0,NA,"69-58",2,"3.0","Nola","Scherzer","Neshek","2:41","D",29475,"+",NA
"2398",128,"Friday Aug 24","boxscore","PHI","@","TOR","L",2,4,NA,"69-59",2,"3.0","Borucki","Arrieta","Giles","2:43","N",26292,"-",NA
"2399",129,"Saturday Aug 25","boxscore","PHI","@","TOR","L",6,8,NA,"69-60",2,"3.0","Biagini","Dominguez","Giles","2:59","D",33127,"--",NA
"2400",130,"Sunday Aug 26","boxscore","PHI","@","TOR","W",8,3,NA,"70-60",2,"3.0","Velasquez","Estrada","","3:17","D",28209,"+",NA
"2401",131,"Monday Aug 27","boxscore","PHI","","WSN","L",3,5,NA,"70-61",2,"3.5","Strasburg","Eflin","Miller","3:13","N",21261,"-",NA
"2402",132,"Tuesday Aug 28","boxscore","PHI","","WSN","L",4,5,NA,"70-62",2,"4.5","Glover","Neshek","Holland","3:28","N",21083,"--",NA
"2403",133,"Wednesday Aug 29","boxscore","PHI","","WSN","W",8,6,NA,"71-62",2,"3.5","Dominguez","Cordero","Hunter","3:38","N",22525,"+",NA
"2404",134,"Friday Aug 31","boxscore","PHI","","CHC","W-wo",2,1,10,"72-62",2,"2.0","Neshek","Cishek","","3:23","N",22556,"++",NA
"2405",135,"Saturday Sep 1","boxscore","PHI","","CHC","L",1,7,NA,"72-63",2,"3.0","Hendricks","Eflin","","2:41","N",33040,"-",NA
"2406",136,"Sunday Sep 2","boxscore","PHI","","CHC","L",1,8,NA,"72-64",2,"4.0","Lester","Nola","","3:37","D",36517,"--",NA
"2407",137,"Monday Sep 3","boxscore","PHI","@","MIA","L",1,3,NA,"72-65",2,"4.0","Urena","Velasquez","Steckenrider","2:24","D",7771,"---",NA
"2408",138,"Tuesday Sep 4","boxscore","PHI","@","MIA","W",9,4,NA,"73-65",2,"3.0","Arrieta","Richards","","3:14","N",7131,"+",NA
"2409",139,"Wednesday Sep 5","boxscore","PHI","@","MIA","L",1,2,NA,"73-66",2,"3.0","Alcantara","Pivetta","Steckenrider","2:44","N",6427,"-",NA
"2410",140,"Friday Sep 7","boxscore","PHI","@","NYM","W",4,3,NA,"74-66",2,"2.5","Nola","Bashlor","Hunter","2:43","N",23379,"+",NA
"2411",141,"Saturday Sep 8","boxscore","PHI","@","NYM","L",5,10,NA,"74-67",2,"3.5","Syndergaard","Eflin","","3:12","N",25094,"-",NA
"2412",142,"Sunday Sep 9","boxscore","PHI","@","NYM","L",4,6,NA,"74-68",2,"4.5","Gagnon","Velasquez","Lugo","3:12","D",24153,"--",NA
"2413",143,"Tuesday Sep 11 (1)","boxscore","PHI","","WSN","L",1,3,NA,"74-69",2,"6.5","Fedde","Pivetta","Doolittle","3:27","D",NA,"---",NA
"2414",144,"Tuesday Sep 11 (2)","boxscore","PHI","","WSN","L",6,7,10,"74-70",2,"6.5","Suero","Rios","Holland","4:16","D",19630,"----",NA
"2415",145,"Wednesday Sep 12","boxscore","PHI","","WSN","L",1,5,NA,"74-71",2,"7.5","Strasburg","Nola","","2:56","N",20258,"-----",NA
"2416",146,"Friday Sep 14","boxscore","PHI","","MIA","W",14,2,NA,"75-71",2,"7.5","Eflin","Chen","","2:54","N",21671,"+",NA
"2417",147,"Saturday Sep 15","boxscore","PHI","","MIA","W",5,4,NA,"76-71",2,"6.5","Garcia","Rucinski","Neshek","2:48","N",24695,"++",NA
"2418",148,"Sunday Sep 16","boxscore","PHI","","MIA","L",4,6,NA,"76-72",2,"6.5","Urena","Pivetta","","3:04","D",30040,"-",NA
"2419",149,"Monday Sep 17","boxscore","PHI","","NYM","L",4,9,NA,"76-73",2,"6.5","Wheeler","Hunter","","3:07","N",21767,"--",NA
"2420",150,"Tuesday Sep 18","boxscore","PHI","","NYM","W",5,2,NA,"77-73",2,"5.5","Neshek","Smith","Neris","3:22","N",18895,"+",NA
"2421",151,"Wednesday Sep 19","boxscore","PHI","","NYM","W",4,0,NA,"78-73",2,"5.5","Eflin","Syndergaard","","3:02","N",19085,"++",NA
"2422",152,"Thursday Sep 20","boxscore","PHI","@","ATL","L",3,8,NA,"78-74",2,"6.5","Biddle","Hunter","","3:25","N",27474,"-",NA
"2423",153,"Friday Sep 21","boxscore","PHI","@","ATL","L",5,6,NA,"78-75",2,"7.5","Venters","Neshek","Minter","3:24","N",34370,"--",NA
"2424",154,"Saturday Sep 22","boxscore","PHI","@","ATL","L",3,5,NA,"78-76",2,"8.5","Foltynewicz","Arrieta","Vizcaino","2:38","D",35616,"---",NA
"2425",155,"Sunday Sep 23","boxscore","PHI","@","ATL","L",1,2,NA,"78-77",2,"9.5","Sanchez","Nola","Carle","2:43","D",34214,"----",NA
"2426",156,"Monday Sep 24","boxscore","PHI","@","COL","L",1,10,NA,"78-78",3,"10.0","Gray","Eflin","","2:57","N",30336,"-----",NA
"2427",157,"Tuesday Sep 25","boxscore","PHI","@","COL","L",3,10,NA,"78-79",3,"11.0","Johnson","Velasquez","","3:21","N",30217,"------",NA
"2428",158,"Wednesday Sep 26","boxscore","PHI","@","COL","L",0,14,NA,"78-80",3,"11.0","Marquez","Pivetta","","2:51","N",35181,"-------",NA
"2429",159,"Thursday Sep 27","boxscore","PHI","@","COL","L",3,5,NA,"78-81",3,"11.0","Oberg","Arrieta","Davis","3:06","D",36448,"--------",NA
"2430",160,"Friday Sep 28","boxscore","PHI","","ATL","L",2,10,NA,"78-82",3,"12.0","Foltynewicz","Eickhoff","","3:42","N",24306,"---------",NA
"2431",161,"Saturday Sep 29","boxscore","PHI","","ATL","W",3,0,NA,"79-82",3,"11.0","Nola","Venters","Dominguez","2:43","N",30886,"+",NA
"2432",162,"Sunday Sep 30","boxscore","PHI","","ATL","W",3,1,NA,"80-82",3,"10.0","Hunter","Gausman","Dominguez","2:57","D",34202,"++",NA
"2433",1,"Friday Mar 30","boxscore","PIT","@","DET","W",13,10,13,"1-0",2,"0.5","Brault","Wilson","","5:27","D",42516,"+",NA
"2434",2,"Sunday Apr 1 (1)","boxscore","PIT","@","DET","W",1,0,NA,"2-0",1,"Tied","Williams","Fulmer","Vazquez","2:30","D",14858,"++",NA
"2435",3,"Sunday Apr 1 (2)","boxscore","PIT","@","DET","W",8,6,NA,"3-0",1,"Tied","Kuhl","Farmer","Vazquez","3:14","N",18438,"+++",NA
"2436",4,"Monday Apr 2","boxscore","PIT","","MIN","W",5,4,NA,"4-0",1,"up 1.0","Taillon","Lynn","Kontos","3:26","D",30186,"++++",NA
"2437",5,"Wednesday Apr 4","boxscore","PIT","","MIN","L",3,7,NA,"4-1",1,"up 0.5","Rogers","Nova","","3:25","N",20690,"-",NA
"2438",6,"Thursday Apr 5","boxscore","PIT","","CIN","W",5,2,NA,"5-1",1,"up 1.5","Brault","Bailey","Vazquez","2:47","N",9227,"+",NA
"2439",7,"Friday Apr 6","boxscore","PIT","","CIN","W",14,3,NA,"6-1",1,"up 1.5","Williams","Castillo","","3:26","N",11115,"++",NA
"2440",8,"Saturday Apr 7","boxscore","PIT","","CIN","L",4,7,NA,"6-2",1,"up 1.5","Peralta","Kontos","Iglesias","3:09","N",14336,"-",NA
"2441",9,"Sunday Apr 8","boxscore","PIT","","CIN","W",5,0,NA,"7-2",1,"up 2.0","Taillon","Mahle","","2:28","D",11251,"+",NA
"2442",10,"Tuesday Apr 10","boxscore","PIT","@","CHC","W",8,5,NA,"8-2",1,"up 3.0","Nova","Chatwood","Vazquez","3:05","D",40144,"++",NA
"2443",11,"Wednesday Apr 11","boxscore","PIT","@","CHC","L",5,13,NA,"8-3",1,"up 2.0","Duensing","Glasnow","","2:59","N",35596,"-",NA
"2444",12,"Thursday Apr 12","boxscore","PIT","@","CHC","W",6,1,NA,"9-3",1,"up 2.5","Williams","Hendricks","","2:57","D",29949,"+",NA
"2445",13,"Friday Apr 13","boxscore","PIT","@","MIA","L",2,7,NA,"9-4",1,"up 2.5","Peters","Kuhl","","2:48","N",6852,"-",NA
"2446",14,"Saturday Apr 14","boxscore","PIT","@","MIA","W",1,0,NA,"10-4",1,"up 2.5","Kontos","Ziegler","Vazquez","2:31","N",26816,"+",NA
"2447",15,"Sunday Apr 15","boxscore","PIT","@","MIA","W",7,3,NA,"11-4",1,"up 2.5","Nova","Urena","","3:03","D",10621,"++",NA
"2448",16,"Monday Apr 16","boxscore","PIT","","COL","L",2,6,NA,"11-5",1,"up 2.0","Marquez","Brault","","2:35","N",8958,"-",NA
"2449",17,"Tuesday Apr 17","boxscore","PIT","","COL","L",0,2,NA,"11-6",1,"up 1.0","Bettis","Williams","Davis","2:31","N",8869,"--",NA
"2450",18,"Wednesday Apr 18","boxscore","PIT","","COL","W",10,2,NA,"12-6",1,"up 1.5","Kuhl","Freeland","","3:04","D",8970,"+",NA
"2451",19,"Thursday Apr 19","boxscore","PIT","@","PHI","L",0,7,NA,"12-7",1,"up 1.5","Arrieta","Taillon","","2:53","N",19071,"-",NA
"2452",20,"Friday Apr 20","boxscore","PIT","@","PHI","L",1,2,NA,"12-8",1,"up 0.5","Garcia","Kontos","Neris","2:42","N",20183,"--",NA
"2453",21,"Saturday Apr 21","boxscore","PIT","@","PHI","L",2,6,NA,"12-9",3,"0.5","Nola","Feliz","Neris","3:11","D",28161,"---",NA
"2454",22,"Sunday Apr 22","boxscore","PIT","@","PHI","L-wo",2,3,11,"12-10",3,"1.5","Rios","Rodriguez","","3:35","D",29199,"----",NA
"2455",23,"Wednesday Apr 25 (1)","boxscore","PIT","","DET","L",10,13,NA,"12-11",3,"2.5","Stumpf","Taillon","Greene","3:51","N",NA,"-----",NA
"2456",24,"Wednesday Apr 25 (2)","boxscore","PIT","","DET","W",8,3,NA,"13-11",3,"2.5","Kuhl","Boyd","","3:09","N",9396,"+",NA
"2457",25,"Thursday Apr 26","boxscore","PIT","","DET","W-wo",1,0,NA,"14-11",3,"1.5","Vazquez","Wilson","","2:36","D",12049,"++",NA
"2458",26,"Friday Apr 27","boxscore","PIT","","STL","W-wo",6,5,11,"15-11",3,"0.5","Kontos","Hicks","","3:34","N",15748,"+++",NA
"2459",27,"Saturday Apr 28","boxscore","PIT","","STL","W",6,2,NA,"16-11",1,"up 0.5","Williams","Flaherty","","3:14","N",18568,"++++",NA
"2460",28,"Sunday Apr 29","boxscore","PIT","","STL","W",5,0,NA,"17-11",1,"up 0.5","Kingham","Weaver","","2:51","D",14378,"+++++",NA
"2461",29,"Monday Apr 30","boxscore","PIT","@","WSN","L",2,3,NA,"17-12",2,"0.5","Roark","Taillon","Kintzler","2:34","N",20879,"-",NA
"2462",30,"Tuesday May 1","boxscore","PIT","@","WSN","L",4,12,NA,"17-13",3,"0.5","Scherzer","Kuhl","","2:58","N",23534,"--",NA
"2463",31,"Wednesday May 2","boxscore","PIT","@","WSN","L",3,9,NA,"17-14",4,"1.5","Strasburg","Nova","","2:55","N",27086,"---",NA
"2464",32,"Thursday May 3","boxscore","PIT","@","WSN","L",1,3,NA,"17-15",4,"2.0","Solis","Williams","Doolittle","2:42","D",30434,"----",NA
"2465",33,"Friday May 4","boxscore","PIT","@","MIL","W",6,4,NA,"18-15",3,"1.5","Kingham","Guerra","Vazquez","3:11","N",32869,"+",NA
"2466",34,"Saturday May 5","boxscore","PIT","@","MIL","L",3,5,NA,"18-16",3,"2.5","Hader","Kontos","","3:13","N",32720,"-",NA
"2467",35,"Sunday May 6","boxscore","PIT","@","MIL","W",9,0,NA,"19-16",3,"2.5","Kuhl","Anderson","","3:02","D",38285,"+",NA
"2468",36,"Tuesday May 8","boxscore","PIT","@","CHW","W",10,6,NA,"20-16",3,"1.0","Glasnow","Volstad","","3:53","N",12871,"++",NA
"2469",37,"Wednesday May 9","boxscore","PIT","@","CHW","W",6,5,NA,"21-16",2,"0.5","Rodriguez","Jones","Vazquez","2:46","D",12476,"+++",NA
"2470",38,"Friday May 11","boxscore","PIT","","SFG","W",11,2,NA,"22-16",3,"1.0","Brault","Suarez","","3:20","N",34720,"++++",NA
"2471",39,"Saturday May 12","boxscore","PIT","","SFG","W",6,5,NA,"23-16",1,"Tied","Vazquez","Watson","","3:14","N",27502,"+++++",NA
"2472",40,"Sunday May 13","boxscore","PIT","","SFG","L",0,5,NA,"23-17",2,"0.5","Holland","Nova","","3:04","D",22649,"-",NA
"2473",41,"Tuesday May 15","boxscore","PIT","","CHW","W",7,0,NA,"24-17",1,"Tied","Williams","Lopez","","3:03","N",11847,"+",NA
"2474",42,"Wednesday May 16","boxscore","PIT","","CHW","W",3,2,NA,"25-17",1,"Tied","Santana","Soria","Vazquez","2:45","D",20286,"++",NA
"2475",43,"Thursday May 17","boxscore","PIT","","SDP","W",5,4,NA,"26-17",1,"up 0.5","Santana","Strahm","Vazquez","2:56","N",11404,"+++",NA
"2476",44,"Friday May 18","boxscore","PIT","","SDP","L",2,3,NA,"26-18",2,"0.5","Ross","Nova","Hand","3:08","N",18920,"-",NA
"2477",45,"Saturday May 19","boxscore","PIT","","SDP","L",2,6,NA,"26-19",2,"1.5","Richard","Kingham","","2:26","N",20578,"--",NA
"2478",46,"Sunday May 20","boxscore","PIT","","SDP","L",5,8,NA,"26-20",2,"1.5","Yates","Vazquez","Hand","3:15","D",17783,"---",NA
"2479",47,"Tuesday May 22","boxscore","PIT","@","CIN","L",2,7,NA,"26-21",3,"3.0","Harvey","Taillon","","2:49","N",16144,"----",NA
"2480",48,"Wednesday May 23","boxscore","PIT","@","CIN","W",5,4,12,"27-21",2,"3.0","Brault","Floro","Crick","4:21","N",18659,"+",NA
"2481",49,"Thursday May 24","boxscore","PIT","@","CIN","L",4,5,NA,"27-22",2,"3.0","Castillo","Nova","Hughes","2:50","D",14853,"-",NA
"2482",50,"Friday May 25","boxscore","PIT","","STL","W",8,1,NA,"28-22",2,"3.0","Musgrove","Gant","","2:37","N",22629,"+",NA
"2483",51,"Saturday May 26","boxscore","PIT","","STL","L",1,4,NA,"28-23",2,"4.0","Flaherty","Williams","Norris","2:52","D",22133,"-",NA
"2484",52,"Sunday May 27","boxscore","PIT","","STL","L",4,6,NA,"28-24",4,"5.0","Tuivailala","Feliz","Norris","2:58","D",19608,"--",NA
"2485",53,"Monday May 28","boxscore","PIT","","CHC","L",0,7,NA,"28-25",4,"6.0","Montgomery","Kuhl","","2:53","D",19382,"---",NA
"2486",54,"Tuesday May 29","boxscore","PIT","","CHC","L",6,8,NA,"28-26",4,"6.0","Lester","Santana","Morrow","3:03","N",11475,"----",NA
"2487",55,"Wednesday May 30","boxscore","PIT","","CHC","W",2,1,NA,"29-26",4,"6.0","Musgrove","Hendricks","Vazquez","2:50","N",14126,"+",NA
"2488",56,"Thursday May 31","boxscore","PIT","@","STL","L-wo",8,10,NA,"29-27",4,"6.5","Mayers","Vazquez","","3:43","N",40832,"-",NA
"2489",57,"Friday Jun 1","boxscore","PIT","@","STL","W",4,0,NA,"30-27",4,"5.5","Taillon","Mikolas","","2:46","N",47135,"+",NA
"2490",58,"Saturday Jun 2","boxscore","PIT","@","STL","L-wo",2,3,NA,"30-28",4,"6.5","Norris","Rodriguez","","2:48","D",44492,"-",NA
"2491",59,"Sunday Jun 3","boxscore","PIT","@","STL","L",0,5,NA,"30-29",4,"6.5","Wacha","Kingham","","2:25","D",44432,"--",NA
"2492",60,"Tuesday Jun 5","boxscore","PIT","","LAD","L",0,5,NA,"30-30",4,"6.5","Stripling","Musgrove","","3:01","N",12879,"---",NA
"2493",61,"Wednesday Jun 6","boxscore","PIT","","LAD","W",11,9,NA,"31-30",4,"5.5","Brault","Hudson","Vazquez","3:48","N",14327,"+",NA
"2494",62,"Thursday Jun 7","boxscore","PIT","","LAD","L",7,8,NA,"31-31",4,"6.0","Baez","Taillon","Jansen","3:37","D",19713,"-",NA
"2495",63,"Friday Jun 8","boxscore","PIT","@","CHC","L",1,3,NA,"31-32",4,"7.0","Montgomery","Kuhl","Strop","3:00","D",40097,"--",NA
"2496",64,"Saturday Jun 9","boxscore","PIT","@","CHC","L",0,2,NA,"31-33",4,"8.0","Lester","Kingham","Cishek","2:32","D",41045,"---",NA
"2497",65,"Sunday Jun 10","boxscore","PIT","@","CHC","W",7,1,NA,"32-33",4,"7.0","Nova","Hendricks","","3:22","D",40735,"+",NA
"2498",66,"Monday Jun 11","boxscore","PIT","@","ARI","L",5,9,NA,"32-34",4,"7.5","Bradley","Crick","","3:07","N",20927,"-",NA
"2499",67,"Tuesday Jun 12","boxscore","PIT","@","ARI","L",8,13,NA,"32-35",4,"8.0","Salas","Williams","","3:56","N",22488,"--",NA
"2500",68,"Wednesday Jun 13","boxscore","PIT","@","ARI","W",5,4,NA,"33-35",4,"8.0","Taillon","Greinke","Vazquez","3:07","D",32803,"+",NA
"2501",69,"Friday Jun 15","boxscore","PIT","","CIN","W",3,2,NA,"34-35",4,"8.0","Kuhl","Harvey","Vazquez","2:53","N",23007,"++",NA
"2502",70,"Saturday Jun 16","boxscore","PIT","","CIN","W",6,2,NA,"35-35",4,"7.0","Nova","Castillo","","2:44","D",27479,"+++",NA
"2503",71,"Sunday Jun 17","boxscore","PIT","","CIN","L",6,8,NA,"35-36",4,"7.0","DeSclafani","Musgrove","Iglesias","3:15","D",23042,"-",NA
"2504",72,"Monday Jun 18","boxscore","PIT","","MIL","W",1,0,NA,"36-36",4,"6.0","Williams","Chacin","Vazquez","2:32","N",10672,"+",NA
"2505",73,"Tuesday Jun 19","boxscore","PIT","","MIL","L",2,3,NA,"36-37",4,"7.0","Peralta","Taillon","Knebel","3:17","N",14152,"-",NA
"2506",74,"Thursday Jun 21","boxscore","PIT","","ARI","L",3,9,NA,"36-38",4,"8.0","Godley","Kuhl","","3:11","N",20554,"--",NA
"2507",75,"Friday Jun 22","boxscore","PIT","","ARI","L",1,2,13,"36-39",4,"9.0","Chafin","Glasnow","McFarland","3:51","N",24843,"---",NA
"2508",76,"Saturday Jun 23","boxscore","PIT","","ARI","L",2,7,NA,"36-40",4,"9.0","Greinke","Musgrove","","2:52","D",21121,"----",NA
"2509",77,"Sunday Jun 24","boxscore","PIT","","ARI","L",0,3,NA,"36-41",4,"9.0","Buchholz","Williams","Boxberger","2:32","D",19207,"-----",NA
"2510",78,"Monday Jun 25","boxscore","PIT","@","NYM","W",6,4,NA,"37-41",4,"8.5","Taillon","Lugo","Vazquez","3:27","N",22135,"+",NA
"2511",79,"Tuesday Jun 26","boxscore","PIT","@","NYM","L-wo",3,4,10,"37-42",4,"9.5","Peterson","Brault","","3:20","N",24501,"-",NA
"2512",80,"Wednesday Jun 27","boxscore","PIT","@","NYM","W",5,3,NA,"38-42",4,"8.5","Vazquez","Familia","","3:03","N",24506,"+",NA
"2513",81,"Friday Jun 29","boxscore","PIT","@","SDP","W",6,3,NA,"39-42",4,"9.0","Musgrove","Lauer","Vazquez","3:02","N",27083,"++",NA
"2514",82,"Saturday Jun 30","boxscore","PIT","@","SDP","L",3,4,NA,"39-43",4,"9.0","Lucchesi","Williams","Hand","2:48","N",32418,"-",NA
"2515",83,"Sunday Jul 1","boxscore","PIT","@","SDP","W",7,5,NA,"40-43",4,"8.0","Crick","Ross","Vazquez","3:30","D",32099,"+",NA
"2516",84,"Monday Jul 2","boxscore","PIT","@","LAD","L",1,17,NA,"40-44",4,"9.0","Wood","Kingham","Ferguson","3:20","N",45207,"-",NA
"2517",85,"Tuesday Jul 3","boxscore","PIT","@","LAD","L",3,8,NA,"40-45",4,"10.0","Kershaw","Nova","","2:57","N",48819,"--",NA
"2518",86,"Wednesday Jul 4","boxscore","PIT","@","LAD","L",4,6,NA,"40-46",4,"11.0","Hill","Holmes","Jansen","3:23","N",53139,"---",NA
"2519",87,"Friday Jul 6","boxscore","PIT","","PHI","L",5,17,NA,"40-47",4,"12.5","Ramos","Williams","","4:30","N",24846,"----",NA
"2520",88,"Saturday Jul 7","boxscore","PIT","","PHI","L",2,3,NA,"40-48",4,"12.5","Arrieta","Taillon","Arano","2:48","D",28150,"-----",NA
"2521",89,"Sunday Jul 8","boxscore","PIT","","PHI","W",4,1,NA,"41-48",4,"12.5","Kingham","Anderson","Vazquez","2:42","D",19542,"+",NA
"2522",90,"Monday Jul 9","boxscore","PIT","","WSN","W",6,3,NA,"42-48",4,"11.5","Nova","Rodriguez","Vazquez","2:49","N",14075,"++",NA
"2523",91,"Tuesday Jul 10","boxscore","PIT","","WSN","L",1,5,NA,"42-49",4,"12.5","Hellickson","Musgrove","","3:21","N",17103,"-",NA
"2524",92,"Wednesday Jul 11","boxscore","PIT","","WSN","W",2,0,NA,"43-49",4,"11.5","Williams","Gonzalez","Vazquez","2:34","D",21083,"+",NA
"2525",93,"Thursday Jul 12","boxscore","PIT","","MIL","W",6,3,NA,"44-49",4,"10.5","Taillon","Miley","Vazquez","3:00","N",17858,"++",NA
"2526",94,"Friday Jul 13","boxscore","PIT","","MIL","W",7,3,NA,"45-49",4,"9.5","Kingham","Guerra","Crick","2:48","N",21431,"+++",NA
"2527",95,"Saturday Jul 14 (1)","boxscore","PIT","","MIL","W",2,1,NA,"46-49",4,"9.0","Rodriguez","Anderson","Vazquez","3:03","D",NA,"++++",NA
